id,created_at,text
1233831922352025600,2020-02-29 19:10:28,"b'TiECON 2020: She can\xe2\x80\x99t express emotions, but Sophia has a game plan\nhttps://t.co/CDkJtw2Z1J'"
1233827777750519808,2020-02-29 18:54:00,"b'\xe2\x80\x98Today, environment protection is $12 trillion business opportunity\xe2\x80\x99\nhttps://t.co/DA6ySDq9nC'"
1233826900709003264,2020-02-29 18:50:31,b'Barve\xe2\x80\x99s order to transfer 31 cops put on hold\nhttps://t.co/a9TaBxdQ5P'
1233826519492882432,2020-02-29 18:49:00,b'India to evacuate stranded citizens from coronavirus-hit Iran\nhttps://t.co/QYzT03nSO0'
1233824372567072768,2020-02-29 18:40:28,"b'Protesting is democratic right, but don\xe2\x80\x99t break law: Top cop\nhttps://t.co/S26lCvXMXs'"
1233820234949124096,2020-02-29 18:24:01,"b'Meet Leap Year Bose, a Sanskrit teacher named after his unique birth day\nhttps://t.co/nUcchgwy8Y'"
1233820233887936512,2020-02-29 18:24:01,b'Man shown getting beaten up in viral video succumbs\nhttps://t.co/2Un7wD0dwm'
1233820232822620160,2020-02-29 18:24:01,"b'Two Dec 16 convicts seek stay on  March 3 hanging, court asks for Tihar response\nhttps://t.co/iXo4TjlVIK'"
1233820231300079617,2020-02-29 18:24:01,b'Coronavirus in India: Am I safe? Should I worry?\nhttps://t.co/EmzzCE6PBP'
1233820230247309313,2020-02-29 18:24:00,"b'Class 10, 12 board exams in N-E\xe2\x80\x89Delhi to go on as scheduled from Monday\nhttps://t.co/ZOsqeqjAOH'"
1233820229190373377,2020-02-29 18:24:00,"b'Most protest sites battered in NE Delhi, but some brave the storm\nhttps://t.co/ozvpVV2dWT'"
1233820228137582593,2020-02-29 18:24:00,b'People return to find homes reduced to ash\nhttps://t.co/8LM7bqZP6I'
1233819363636961280,2020-02-29 18:20:34,b'25 woman at Ludhiana\xe2\x80\x99s Mother-Child Hospital welcome their newborns on Leap Day 2020\nhttps://t.co/R0TQjHSOyl'
1233819362575826944,2020-02-29 18:20:33,"b'A village in Ghonda burnt in the riots unnoticed, till its residents moved into a relief camp\nhttps://t.co/2XSdOWxRwB'"
1233819361548177408,2020-02-29 18:20:33,"b'At GTB Hospital, many hope to find \xe2\x80\x98missing\xe2\x80\x99 persons \xe2\x80\x94 even if they\xe2\x80\x99re in the mortuary\nhttps://t.co/4vbKQA4OZv'"
1233819360491294721,2020-02-29 18:20:33,"b'SN Shrivastava takes charge as acting police chief, says restoring peace his first priority\nhttps://t.co/P0S8R4z1eU'"
1233819359451041792,2020-02-29 18:20:33,"b'Inflammatory slogans raised in\xe2\x80\x89CP, Rajiv Chowk Metro station, no FIRs\nhttps://t.co/euBWgtoGYx'"
1233818970626543617,2020-02-29 18:19:00,b'Intel failure on build-up led to Delhi riots\nhttps://t.co/BfJBsrk5kt'
1233818969577906177,2020-02-29 18:19:00,"b'87 people were shot during north-east Delhi riots, 20 of them died\nhttps://t.co/JnyiXLxAGz'"
1233817712238837761,2020-02-29 18:14:00,"b'Ludhiana lawyers stick to their guns, leave commuters at receiving end\nhttps://t.co/DLQua3xxgo'"
1233817711181848576,2020-02-29 18:14:00,"b'HT Brunch Cover Story: Meet Hrishikesh Desai, the Michelin star chef from India everyone in Britain is raving about!\nhttps://t.co/rK6DNZVyLJ'"
1233816452857131009,2020-02-29 18:09:00,b'PSPCL accountant booked for embezzling Rs 8.4 lakh\nhttps://t.co/6BCx5cFcc5'
1233815564373544960,2020-02-29 18:05:28,b'Migrant factory worker flees with Ludhiana industrialist\xe2\x80\x99s \xe2\x82\xb94 lakh\nhttps://t.co/uNKVZyAapS'
1233808905752338433,2020-02-29 17:39:00,"b'U\xe2\x80\x99khand: DJ killed for stopping music, accused on run\nhttps://t.co/AoBLzJuHWU'"
1233808904674349057,2020-02-29 17:39:00,b'The (very late) awakening of the Indian woke\nhttps://t.co/Etg9YE5C0y'
1233808903609016321,2020-02-29 17:39:00,"b'Committed to ensuring justice for all, says PM\nhttps://t.co/WO011BvQhM'"
1233808015871991808,2020-02-29 17:35:28,"b'Kolkata braces for stir ahead of Shah, Nadda CAA rallies\nhttps://t.co/ElVDF3Wt6A'"
1233808014794035200,2020-02-29 17:35:28,b'Polish student asked to leave India over anti-CAA protest\nhttps://t.co/LFDmy6ItJ4'
1233807648417435653,2020-02-29 17:34:01,b'Why Fit India wasn\xe2\x80\x99t allocated funds in the Budget\nhttps://t.co/AIVeniiJQZ'
1233807647377281024,2020-02-29 17:34:00,b'MP\xe2\x80\x89HC\xe2\x80\x89denies nod for protest in public space\nhttps://t.co/dBJQU8zbEz'
1233807646311845888,2020-02-29 17:34:00,b'Art 370 nullification: SC to decide if larger bench will hear pleas\nhttps://t.co/9OVKwkFjzz'
1233807645242314752,2020-02-29 17:34:00,"b'Troops withdrawal, prisoners release : Key features of US-Taliban peace deal\nhttps://t.co/iJOrQoJ2XO'"
1233806766971834369,2020-02-29 17:30:30,b'5% reservation for Muslims: Sena min hints at support for quota\nhttps://t.co/E18pBuQL0o'
1233806765914910721,2020-02-29 17:30:30,b'Producer convicted for contempt of court\nhttps://t.co/9J1jHn8Eaf'
1233806391246082048,2020-02-29 17:29:01,"b'J&amp;K, Ladakh record drop in Feb rain, snow\nhttps://t.co/3wwmiUzkko'"
1233806390201729025,2020-02-29 17:29:01,b'MJ Akbar\xe2\x80\x99s lawyer presents final arguments in  defamation case\nhttps://t.co/fNSkkSlMYD'
1233806389136388096,2020-02-29 17:29:00,b'Three Odisha teens out to celebrate a birthday drown in reservoir\nhttps://t.co/EUUHFljUxY'
1233806388054261760,2020-02-29 17:29:00,b'Nripendra Misra visits Ayodhya to inspect temple site\nhttps://t.co/uWddIHqsXF'
